Area,Country,Year,Series,Capital_city,Value
788,Tunisia,2018,Urban population (percent),,68.9
788,Tunisia,2018,Capital city population (thousands),Tunis,2291.0
792,Turkey,2005,Urban population (percent),,67.8
792,Turkey,2005,Urban population (percent growth rate per annum),,2.4
792,Turkey,2005,Rural population (percent growth rate per annum),,-0.4
792,Turkey,2005,Capital city population (thousands),Ankara,3638.0
792,Turkey,2005,Capital city population (as a percentage of total population),Ankara,5.4
792,Turkey,2005,Capital city population (as a percentage of total urban population),Ankara,7.9
792,Turkey,2010,Urban population (percent),,70.8
792,Turkey,2010,Urban population (percent growth rate per annum),,2.1
792,Turkey,2010,Rural population (percent growth rate per annum),,-0.7
792,Turkey,2010,Capital city population (thousands),Ankara,4166.0
792,Turkey,2010,Capital city population (as a percentage of total population),Ankara,5.8
792,Turkey,2010,Capital city population (as a percentage of total urban population),Ankara,8.1
792,Turkey,2015,Urban population (percent),,73.6
792,Turkey,2015,Urban population (percent growth rate per annum),,2.4
792,Turkey,2015,Rural population (percent growth rate per annum),,-0.4
792,Turkey,2015,Capital city population (thousands),Ankara,4633.0
792,Turkey,2015,Capital city population (as a percentage of total population),Ankara,5.9
792,Turkey,2015,Capital city population (as a percentage of total urban population),Ankara,8.0
792,Turkey,2018,Urban population (percent),,75.1
792,Turkey,2018,Capital city population (thousands),Ankara,4919.0
795,Turkmenistan,2005,Urban population (percent),,47.1
795,Turkmenistan,2005,Urban population (percent growth rate per annum),,1.5
795,Turkmenistan,2005,Rural population (percent growth rate per annum),,0.6
795,Turkmenistan,2005,Capital city population (thousands),Ashgabat,592.0
795,Turkmenistan,2005,Capital city population (as a percentage of total population),Ashgabat,12.4
795,Turkmenistan,2005,Capital city population (as a percentage of total urban population),Ashgabat,26.4
795,Turkmenistan,2010,Urban population (percent),,48.5
795,Turkmenistan,2010,Urban population (percent growth rate per annum),,2.0
795,Turkmenistan,2010,Rural population (percent growth rate per annum),,0.8
795,Turkmenistan,2010,Capital city population (thousands),Ashgabat,668.0
795,Turkmenistan,2010,Capital city population (as a percentage of total population),Ashgabat,13.1
795,Turkmenistan,2010,Capital city population (as a percentage of total urban population),Ashgabat,27.1
795,Turkmenistan,2015,Urban population (percent),,50.3
795,Turkmenistan,2015,Urban population (percent growth rate per annum),,2.5
795,Turkmenistan,2015,Rural population (percent growth rate per annum),,1.1
795,Turkmenistan,2015,Capital city population (thousands),Ashgabat,753.0
795,Turkmenistan,2015,Capital city population (as a percentage of total population),Ashgabat,13.5
795,Turkmenistan,2015,Capital city population (as a percentage of total urban population),Ashgabat,26.9
795,Turkmenistan,2018,Urban population (percent),,51.6
795,Turkmenistan,2018,Capital city population (thousands),Ashgabat,810.0
796,Turks and Caicos Islands,2001,Urban population (percent),,85.4
796,Turks and Caicos Islands,2001,Capital city population (thousands),Cockburn Town,0.0
796,Turks and Caicos Islands,2005,Urban population (percent),,87.7
796,Turks and Caicos Islands,2005,Urban population (percent growth rate per annum),,7.5
796,Turks and Caicos Islands,2005,Rural population (percent growth rate per annum),,2.1
796,Turks and Caicos Islands,2010,Urban population (percent),,90.2
796,Turks and Caicos Islands,2010,Urban population (percent growth rate per annum),,3.7
796,Turks and Caicos Islands,2010,Rural population (percent growth rate per annum),,-1.4
796,Turks and Caicos Islands,2015,Urban population (percent),,92.2
796,Turks and Caicos Islands,2015,Urban population (percent growth rate per annum),,2.5
796,Turks and Caicos Islands,2015,Rural population (percent growth rate per annum),,-2.4
796,Turks and Caicos Islands,2018,Urban population (percent),,93.1
798,Tuvalu,2005,Urban population (percent),,49.7
798,Tuvalu,2005,Urban population (percent growth rate per annum),,2.8
798,Tuvalu,2005,Rural population (percent growth rate per annum),,-0.2
798,Tuvalu,2010,Urban population (percent),,54.8
798,Tuvalu,2010,Urban population (percent growth rate per annum),,2.9
798,Tuvalu,2010,Rural population (percent growth rate per annum),,-1.2
798,Tuvalu,2015,Urban population (percent),,59.7
798,Tuvalu,2015,Urban population (percent growth rate per annum),,2.6
798,Tuvalu,2015,Rural population (percent growth rate per annum),,-1.4
798,Tuvalu,2018,Urban population (percent),,62.4
798,Tuvalu,2018,Capital city population (thousands),Funafuti,7.0
800,Uganda,2005,Urban population (percent),,17.0
800,Uganda,2005,Urban population (percent growth rate per annum),,6.2
800,Uganda,2005,Rural population (percent growth rate per annum),,2.9
800,Uganda,2005,Capital city population (thousands),Kampala,1576.0
800,Uganda,2005,Capital city population (as a percentage of total population),Kampala,5.5
800,Uganda,2005,Capital city population (as a percentage of total urban population),Kampala,32.6
800,Uganda,2010,Urban population (percent),,19.4
800,Uganda,2010,Urban population (percent growth rate per annum),,6.1
800,Uganda,2010,Rural population (percent growth rate per annum),,2.9
800,Uganda,2010,Capital city population (thousands),Kampala,2016.0
800,Uganda,2010,Capital city population (as a percentage of total population),Kampala,5.9
800,Uganda,2010,Capital city population (as a percentage of total urban population),Kampala,30.7
800,Uganda,2015,Urban population (percent),,22.1
800,Uganda,2015,Urban population (percent growth rate per annum),,6.0
800,Uganda,2015,Rural population (percent growth rate per annum),,2.7
800,Uganda,2015,Capital city population (thousands),Kampala,2577.0
800,Uganda,2015,Capital city population (as a percentage of total population),Kampala,6.4
800,Uganda,2015,Capital city population (as a percentage of total urban population),Kampala,29.1
800,Uganda,2018,Urban population (percent),,23.8
800,Uganda,2018,Capital city population (thousands),Kampala,2986.0
804,Ukraine,2005,Urban population (percent),,67.8
804,Ukraine,2005,Urban population (percent growth rate per annum),,-0.6
804,Ukraine,2005,Rural population (percent growth rate per annum),,-1.2
804,Ukraine,2005,Capital city population (thousands),Kyiv,2673.0
804,Ukraine,2005,Capital city population (as a percentage of total population),Kyiv,5.7
804,Ukraine,2005,Capital city population (as a percentage of total urban population),Kyiv,8.4
804,Ukraine,2010,Urban population (percent),,68.6
804,Ukraine,2010,Urban population (percent growth rate per annum),,-0.2
804,Ukraine,2010,Rural population (percent growth rate per annum),,-1.0
804,Ukraine,2010,Capital city population (thousands),Kyiv,2795.0
804,Ukraine,2010,Capital city population (as a percentage of total population),Kyiv,6.1
804,Ukraine,2010,Capital city population (as a percentage of total urban population),Kyiv,8.9
804,Ukraine,2015,Urban population (percent),,69.1
804,Ukraine,2015,Urban population (percent growth rate per annum),,-0.4
804,Ukraine,2015,Rural population (percent growth rate per annum),,-0.8
804,Ukraine,2015,Capital city population (thousands),Kyiv,2895.0
804,Ukraine,2015,Capital city population (as a percentage of total population),Kyiv,6.5
804,Ukraine,2015,Capital city population (as a percentage of total urban population),Kyiv,9.4
804,Ukraine,2018,Urban population (percent),,69.4
804,Ukraine,2018,Capital city population (thousands),Kyiv,2957.0
784,United Arab Emirates,2005,Urban population (percent),,82.3
784,United Arab Emirates,2005,Urban population (percent growth rate per annum),,8.0
784,United Arab Emirates,2005,Rural population (percent growth rate per annum),,5.3
784,United Arab Emirates,2005,Capital city population (thousands),Abu Dhabi,655.0
784,United Arab Emirates,2005,Capital city population (as a percentage of total population),Abu Dhabi,14.3
784,United Arab Emirates,2005,Capital city population (as a percentage of total urban population),Abu Dhabi,17.4
784,United Arab Emirates,2010,Urban population (percent),,84.1
784,United Arab Emirates,2010,Urban population (percent growth rate per annum),,12.3
784,United Arab Emirates,2010,Rural population (percent growth rate per annum),,9.7
784,United Arab Emirates,2010,Capital city population (thousands),Abu Dhabi,912.0
784,United Arab Emirates,2010,Capital city population (as a percentage of total population),Abu Dhabi,11.0
784,United Arab Emirates,2010,Capital city population (as a percentage of total urban population),Abu Dhabi,13.1
784,United Arab Emirates,2015,Urban population (percent),,85.7
784,United Arab Emirates,2015,Urban population (percent growth rate per annum),,2.4
784,United Arab Emirates,2015,Rural population (percent growth rate per annum),,-0.1
784,United Arab Emirates,2015,Capital city population (thousands),Abu Dhabi,1203.0
784,United Arab Emirates,2015,Capital city population (as a percentage of total population),Abu Dhabi,13.1
784,United Arab Emirates,2015,Capital city population (as a percentage of total urban population),Abu Dhabi,15.3
784,United Arab Emirates,2018,Urban population (percent),,86.5
784,United Arab Emirates,2018,Capital city population (thousands),Abu Dhabi,1420.0
826,United Kingdom,2005,Urban population (percent),,79.9
826,United Kingdom,2005,Urban population (percent growth rate per annum),,0.8
826,United Kingdom,2005,Rural population (percent growth rate per annum),,-0.8
826,United Kingdom,2005,Capital city population (thousands),London,7501.0
826,United Kingdom,2005,Capital city population (as a percentage of total population),London,12.4
826,United Kingdom,2005,Capital city population (as a percentage of total urban population),London,15.6
826,United Kingdom,2010,Urban population (percent),,81.3
826,United Kingdom,2010,Urban population (percent growth rate per annum),,1.3
826,United Kingdom,2010,Rural population (percent growth rate per annum),,-0.5
826,United Kingdom,2010,Capital city population (thousands),London,8044.0
826,United Kingdom,2010,Capital city population (as a percentage of total population),London,12.7
826,United Kingdom,2010,Capital city population (as a percentage of total urban population),London,15.6
826,United Kingdom,2015,Urban population (percent),,82.6
826,United Kingdom,2015,Urban population (percent growth rate per annum),,1.0
826,United Kingdom,2015,Rural population (percent growth rate per annum),,-0.8
826,United Kingdom,2015,Capital city population (thousands),London,8661.0
826,United Kingdom,2015,Capital city population (as a percentage of total population),London,13.2
826,United Kingdom,2015,Capital city population (as a percentage of total urban population),London,16.0
826,United Kingdom,2018,Urban population (percent),,83.4
826,United Kingdom,2018,Capital city population (thousands),London,9046.0
834,United Rep. of Tanzania,2005,Urban population (percent),,24.8
834,United Rep. of Tanzania,2005,Urban population (percent growth rate per annum),,5.0
834,United Rep. of Tanzania,2005,Rural population (percent growth rate per annum),,2.2
834,United Rep. of Tanzania,2010,Urban population (percent),,28.1
834,United Rep. of Tanzania,2010,Urban population (percent growth rate per annum),,5.6
834,United Rep. of Tanzania,2010,Rural population (percent growth rate per annum),,2.2
834,United Rep. of Tanzania,2015,Urban population (percent),,31.6
834,United Rep. of Tanzania,2015,Urban population (percent growth rate per annum),,5.5
834,United Rep. of Tanzania,2015,Rural population (percent growth rate per annum),,2.1
834,United Rep. of Tanzania,2018,Urban population (percent),,33.8
